item_id,coverage_id,areaperil_id,vulnerability_id,group_id
950,950,679,9,1
951,951,1106,10,1
952,952,1106,11,1
953,953,184,12,1
954,954,184,13,1
955,955,1106,20,1
956,956,184,21,1
957,957,497,22,1
958,958,1106,23,1
959,959,184,24,1
960,960,497,25,1
961,961,497,26,1
962,962,184,27,1
963,963,497,31,1
964,964,1106,32,1
965,965,184,33,1
966,966,497,34,1
967,967,1106,35,1
968,968,1106,36,1
969,969,497,44,1
970,970,1106,45,1
971,971,1106,46,1
972,972,1106,47,1
973,973,1106,48,1
974,974,1106,49,1
975,975,184,50,1
976,976,1106,51,1
977,977,953,6,1
978,978,309,7,1
979,979,309,8,1
980,980,135,9,1
981,981,953,10,1
982,982,953,11,1
983,983,309,12,1
984,984,309,13,1
985,985,309,14,1
986,986,953,20,1
987,987,309,21,1
988,988,710,22,1
989,989,953,23,1
990,990,309,24,1
991,991,710,25,1
992,992,710,26,1
993,993,309,27,1
994,994,710,31,1
995,995,953,32,1
996,996,309,33,1
997,997,710,34,1
998,998,953,35,1
999,999,953,36,1
1000,1000,710,44,1
1001,1001,953,45,1
1002,1002,953,46,1
1003,1003,953,47,1
1004,1004,953,48,1
1005,1005,953,49,1
1006,1006,309,50,1
1007,1007,953,51,1
1008,1008,953,52,1
1009,1009,362,6,1
1010,1010,906,7,1
1011,1011,362,10,1
1012,1012,362,11,1
1013,1013,362,20,1
1014,1014,906,21,1
1015,1015,969,22,1
1016,1016,362,23,1
1017,1017,906,24,1
1018,1018,969,25,1
1019,1019,969,26,1
1020,1020,906,27,1
1021,1021,969,31,1
1022,1022,362,32,1
1023,1023,906,33,1
1024,1024,969,34,1
1025,1025,362,35,1
1026,1026,362,36,1
1027,1027,969,44,1
1028,1028,362,45,1
1029,1029,362,46,1
1030,1030,362,47,1
1031,1031,362,48,1
1032,1032,362,49,1
1033,1033,906,50,1
1034,1034,362,51,1
1035,1035,362,52,1
1036,1036,66,6,1
1037,1037,887,7,1
1038,1038,66,10,1
1039,1039,66,11,1
1040,1040,66,20,1
1041,1041,887,21,1
1042,1042,694,22,1
1043,1043,66,23,1
1044,1044,887,24,1
1045,1045,694,25,1
1046,1046,694,26,1
1047,1047,887,27,1
1048,1048,694,31,1
1049,1049,66,32,1
1050,1050,887,33,1
1051,1051,694,34,1
1052,1052,66,35,1
1053,1053,66,36,1
1054,1054,694,44,1
1055,1055,66,45,1
1056,1056,66,46,1
1057,1057,66,47,1
1058,1058,66,48,1
1059,1059,66,49,1
1060,1060,887,50,1
1061,1061,66,51,1
1062,1062,944,6,1
1063,1063,1229,7,1
1064,1064,944,10,1
1065,1065,944,11,1
1066,1066,944,20,1
1067,1067,1229,21,1
1068,1068,308,22,1
1069,1069,944,23,1
1070,1070,1229,24,1
1071,1071,308,25,1
1072,1072,308,26,1
1073,1073,1229,27,1
1074,1074,308,31,1
1075,1075,944,32,1
1076,1076,1229,33,1
1077,1077,308,34,1
1078,1078,944,35,1
1079,1079,944,36,1
1080,1080,308,44,1
1081,1081,944,45,1
1082,1082,944,46,1
1083,1083,944,47,1
1084,1084,944,48,1
1085,1085,944,49,1
1086,1086,1229,50,1
1087,1087,944,51,1
1088,1088,3,6,1
1089,1089,1230,7,1
1090,1090,1230,8,1
1091,1091,3,10,1
1092,1092,3,11,1
1093,1093,3,20,1
1094,1094,1230,21,1
1095,1095,4,22,1
1096,1096,3,23,1
1097,1097,1230,24,1
1098,1098,4,25,1
1099,1099,4,26,1
1100,1100,1230,27,1
1101,1101,4,31,1
1102,1102,3,32,1
1103,1103,1230,33,1
1104,1104,4,34,1
1105,1105,3,35,1
1106,1106,3,36,1
1107,1107,4,44,1
1108,1108,3,45,1
1109,1109,3,46,1
1110,1110,3,47,1
1111,1111,3,48,1
1112,1112,3,49,1
1113,1113,1230,50,1
1114,1114,3,51,1
1115,1115,525,6,1
1116,1116,339,7,1
1117,1117,525,10,1
1118,1118,525,11,1
1119,1119,525,20,1
1120,1120,339,21,1
1121,1121,516,22,1
1122,1122,525,23,1
1123,1123,339,24,1
1124,1124,516,25,1
1125,1125,516,26,1
1126,1126,339,27,1
1127,1127,516,31,1
1128,1128,525,32,1
1129,1129,339,33,1
1130,1130,516,34,1
1131,1131,525,35,1
1132,1132,525,36,1
1133,1133,516,44,1
1134,1134,525,45,1
1135,1135,525,46,1
1136,1136,525,47,1
1137,1137,525,48,1
1138,1138,525,49,1
1139,1139,339,50,1
1140,1140,525,51,1
1141,1141,1202,6,1
1142,1142,33,7,1
1143,1143,33,8,1
1144,1144,1087,9,1
1145,1145,1202,10,1
1146,1146,1202,11,1
1147,1147,33,12,1
1148,1148,33,13,1
1149,1149,33,14,1
1150,1150,1202,20,1
1151,1151,33,21,1
1152,1152,1222,22,1
1153,1153,1202,23,1
1154,1154,33,24,1
1155,1155,1222,25,1
1156,1156,1222,26,1
1157,1157,33,27,1
1158,1158,1222,31,1
1159,1159,1202,32,1
1160,1160,33,33,1
1161,1161,1222,34,1
1162,1162,1202,35,1
1163,1163,1202,36,1
1164,1164,1222,44,1
1165,1165,1202,45,1
1166,1166,1202,46,1
1167,1167,1202,47,1
1168,1168,1202,48,1
1169,1169,1202,49,1
1170,1170,33,50,1
1171,1171,1202,51,1
1172,1172,1202,52,1
1173,1173,1127,6,1
1174,1174,122,7,1
1175,1175,1127,10,1
1176,1176,1127,11,1
1177,1177,1127,20,1
1178,1178,122,21,1
1179,1179,371,22,1
1180,1180,1127,23,1
1181,1181,122,24,1
1182,1182,371,25,1
1183,1183,371,26,1
1184,1184,122,27,1
1185,1185,371,31,1
1186,1186,1127,32,1
1187,1187,122,33,1
1188,1188,371,34,1
1189,1189,1127,35,1
1190,1190,1127,36,1
1191,1191,371,44,1
1192,1192,1127,45,1
1193,1193,1127,46,1
1194,1194,1127,47,1
1195,1195,1127,48,1
1196,1196,1127,49,1
1197,1197,122,50,1
1198,1198,1127,51,1
1199,1199,1127,52,1
1200,1200,107,6,1
1201,1201,856,7,1
1202,1202,107,10,1
1203,1203,107,11,1
1204,1204,107,20,1
1205,1205,856,21,1
1206,1206,263,22,1
1207,1207,107,23,1
1208,1208,856,24,1
1209,1209,263,25,1
1210,1210,263,26,1
1211,1211,856,27,1
1212,1212,263,31,1
1213,1213,107,32,1
1214,1214,856,33,1
1215,1215,263,34,1
1216,1216,107,35,1
1217,1217,107,36,1
1218,1218,263,44,1
1219,1219,107,45,1
1220,1220,107,46,1
1221,1221,107,47,1
1222,1222,107,48,1
1223,1223,107,49,1
1224,1224,856,50,1
1225,1225,107,51,1
1226,1226,217,6,1
1227,1227,1039,7,1
1228,1228,217,10,1
1229,1229,217,11,1
1230,1230,217,20,1
1231,1231,1039,21,1
1232,1232,74,22,1
1233,1233,217,23,1
1234,1234,1039,24,1
1235,1235,74,25,1
1236,1236,74,26,1
1237,1237,1039,27,1
1238,1238,74,31,1
1239,1239,217,32,1
1240,1240,1039,33,1
1241,1241,74,34,1
1242,1242,217,35,1
1243,1243,217,36,1
1244,1244,74,44,1
1245,1245,217,45,1
1246,1246,217,46,1
1247,1247,217,47,1
1248,1248,217,48,1
1249,1249,217,49,1
1250,1250,1039,50,1
1251,1251,217,51,1
1252,1252,1072,6,1
1253,1253,177,7,1
1254,1254,177,8,1
1255,1255,1101,9,1
1256,1256,1072,10,1
1257,1257,1072,11,1
1258,1258,1072,20,1
1259,1259,177,21,1
1260,1260,1182,22,1
1261,1261,1072,23,1
1262,1262,177,24,1
1263,1263,1182,25,1
1264,1264,1182,26,1
1265,1265,177,27,1
1266,1266,1182,31,1
1267,1267,1072,32,1
1268,1268,177,33,1
1269,1269,1182,34,1
1270,1270,1072,35,1
1271,1271,1072,36,1
1272,1272,1182,44,1
1273,1273,1072,45,1
1274,1274,1072,46,1
1275,1275,1072,47,1
1276,1276,1072,48,1
1277,1277,1072,49,1
1278,1278,177,50,1
1279,1279,1072,51,1
1280,1280,676,6,1
1281,1281,281,7,1
1282,1282,281,8,1
1283,1283,676,10,1
1284,1284,676,11,1
1285,1285,676,20,1
1286,1286,281,21,1
1287,1287,838,22,1
1288,1288,676,23,1
1289,1289,281,24,1
1290,1290,838,25,1
1291,1291,838,26,1
1292,1292,281,27,1
1293,1293,838,31,1
1294,1294,676,32,1
1295,1295,281,33,1
1296,1296,838,34,1
1297,1297,676,35,1
1298,1298,676,36,1
1299,1299,838,44,1
1300,1300,676,45,1
1301,1301,676,46,1
